Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
S3Mock,com.adobe.testing.s3mock.dto,CompleteMultipartUploadResultTest,0,0,1,0,6,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\CompleteMultipartUploadResultTest.java,25
S3Mock,com.adobe.testing.s3mock.dto,CopyObjectResultTest,0,0,1,0,6,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\CopyObjectResultTest.java,25
S3Mock,com.adobe.testing.s3mock.dto,CopyPartResultTest,0,0,1,0,6,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\CopyPartResultTest.java,27
S3Mock,com.adobe.testing.s3mock.dto,DtoTestUtil,1,0,4,0,40,4,0,0,0.0,0,0,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\DtoTestUtil.java,31
S3Mock,com.adobe.testing.s3mock.dto,ErrorResponseTest,0,0,1,0,10,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\ErrorResponseTest.java,25
S3Mock,com.adobe.testing.s3mock.dto,EtagSerializerTest,3,0,3,0,22,3,0,0,0.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\EtagSerializerTest.java,31
S3Mock,com.adobe.testing.s3mock.dto,InitiateMultipartUploadResultTest,0,0,1,0,6,1,0,0,-1.0,0,1,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\InitiateMultipartUploadResultTest.java,25
S3Mock,com.adobe.testing.s3mock.dto,ListAllMyBucketsResultTest,0,0,2,0,14,3,0,0,-1.0,0,2,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\ListAllMyBucketsResultTest.java,28
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResultTest,0,0,2,0,14,3,0,0,-1.0,0,3,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\ListBucketResultTest.java,28
S3Mock,com.adobe.testing.s3mock.dto,ListBucketResultV2Test,0,0,2,0,14,3,0,0,-1.0,0,3,C:\Users\AVuser\Desktop\ASDC A2\.\S3Mock\server\src\test\java\com\adobe\testing\s3mock\dto\ListBucketResultV2Test.java,28
